"","Div","year","HomeTeam","AwayTeam","enough_games","FTR","form_H","form_A","g_H","g_A","s_H","s_A","st_H","st_A","c_H","c_A","B365H","B365D","B365A","A","D","H","iter","H_odds","D_odds","A_odds"
"91","I1",13,"Udinese","Sampdoria",1,"H",0.9,0.2,7,-7,15,-6,12,0,-1,-8,1.57,3.8,6,0.0944384005232898,0.221864691893569,0.683696907583141,1,1.46263642398938,4.50725165624691,10.5889129258748
"92","I1",13,"Atalanta","Juventus",1,"A",0.4,1,-3,7,-26,48,-5,20,-4,9,3.75,3.4,2,0.574047559800752,0.271274059749809,0.154678380449439,1,6.46502760821755,3.6863089707961,1.74201594088666
"93","I1",13,"Cagliari","Parma",1,"A",0.4,0.4,0,-2,-24,17,-9,10,-21,11,2.63,2.38,3.2,0.44127649703158,0.302105648440843,0.256617854527577,1,3.89684498703709,3.31010030815698,2.26615286952034
"94","I1",14,"Milan","Sampdoria",1,"H",0.4,0.2,0,-6,26,17,12,-6,6,1,1.5,4,7,0.169035024223004,0.261837102703466,0.56912787307353,1,1.75707437170417,3.81916844356666,5.91593372200026
"95","I1",14,"Verona","Livorno",1,"H",0.5,0.6,-1,3,-56,-23,-21,-2,-19,-19,1.91,3.3,4.2,0.385075715665545,0.301551500322448,0.313372784012007,1,3.19108758328446,3.31618313598408,2.59689188208519
"96","I1",14,"Milan","Lazio",1,"D",0.5,0.6,0,3,-4,30,3,12,1,-5,1.73,3.5,5,0.356839041827224,0.311839662202666,0.33132129597011,1,3.018218303994,3.20677617765663,2.80238394005156
"97","I1",14,"Milan","Fiorentina",1,"A",0.5,0.6,0,2,8,-6,3,-4,-2,4,2.05,3.5,3.5,0.278538980889396,0.249169376189158,0.472291642921446,1,2.11733579238099,4.01333428406887,3.5901617676884
"98","I1",14,"Parma","Juventus",1,"A",0.5,0.8,1,6,-5,63,-2,26,-9,19,4.5,3.75,1.73,0.585880390452921,0.260902004050143,0.153217605496937,1,6.52666510977417,3.8328567219737,1.70683302649358
"99","I1",14,"Torino","Roma",1,"D",0.3,1,-3,12,-18,7,-12,11,7,-3,4,3.5,1.91,0.560466731828252,0.235468526081103,0.204064742090645,1,4.9004055759706,4.24685208101047,1.78422722208325
"100","I1",14,"Udinese","Inter",1,"A",0.4,0.5,-1,-1,-17,13,-6,0,-2,10,2.63,3.3,2.63,0.369839021299642,0.284616564339779,0.345544414360579,1,2.89398398133703,3.51349895013906,2.70387909984708
"101","I1",14,"Verona","Cagliari",1,"H",0.8,0.3,5,-6,-29,13,-9,0,-2,6,2.05,3.4,3.5,0.237358777934033,0.294346877256825,0.468294344809142,1,2.135409088503,3.3973521625897,4.21303146529478
"102","I1",14,"Genoa","Verona",1,"H",0.7,0.8,2,5,-45,-38,-11,-5,-3,-4,2.25,3.25,3.25,0.315644450728654,0.24592525257684,0.438430296694506,1,2.28086427315672,4.06627619376969,3.16812159279701
"103","I1",14,"Catania","Verona",1,"D",0.2,0.4,-7,-2,-34,-13,-16,0,-21,1,2.7,3,2.75,0.436306749757599,0.302361461868914,0.261331788373487,1,3.82655323420062,3.30729979217239,2.29196545906195
"104","I1",14,"Fiorentina","Bologna",1,"H",0.6,0.3,2,-3,-14,-26,-7,-5,3,-28,1.44,4.33,7,0.147149204643843,0.263867979340439,0.588982816015718,1,1.69784240356057,3.78977397143673,6.79582334420617
"105","I1",14,"Cagliari","Napoli",1,"D",0.7,0.5,2,0,28,-5,7,1,-5,2,3.5,3.4,2.05,0.202993035308549,0.242840618529622,0.554166346161828,1,1.80451232184348,4.11792724814699,4.92627738917249
"106","I1",14,"Bologna","Genoa",1,"H",0.2,0.5,-6,1,-45,-83,-11,-18,-28,-18,2.1,3.25,3.5,0.285467610654992,0.256376715144664,0.458155674200345,1,2.18266422596507,3.90051022939325,3.50302438061379
"107","I1",14,"Fiorentina","Livorno",1,"H",0.6,0.1,3,-8,10,-18,-4,-9,3,-5,1.33,4.75,10,0.127531466846404,0.228519840813008,0.643948692340588,1,1.55291875252554,4.37598764484645,7.84120205568073
"108","I1",14,"Atalanta","Cagliari",1,"H",0.3,0.5,-6,-2,-9,32,-1,3,-7,1,2.45,3.1,3,0.367380782426945,0.331699018108548,0.300920199464507,1,3.32314016067887,3.01478130897798,2.72197144715607
"109","I1",14,"Fiorentina","Genoa",1,"D",0.9,0.5,8,-2,35,-28,8,-3,1,6,1.33,4.75,10,0.111072991478881,0.17302996778328,0.715897040737839,1,1.39684890856561,5.77934569838503,9.00308874988873
"110","I1",14,"Fiorentina","Atalanta",1,"H",0.6,0.6,3,1,33,-14,0,2,11,-11,1.44,4.33,7,0.165675226201851,0.227008435601352,0.607316338196797,1,1.64658833807951,4.40512264379503,6.03590544540223
"111","I1",14,"Parma","Catania",1,"D",0.9,0.4,7,-2,7,-11,8,-9,6,-7,1.57,3.6,6.5,0.114791176783769,0.201678418678848,0.683530404537383,1,1.46299271160704,4.95838873862054,8.71147093372594
"112","I1",14,"Cagliari","Livorno",1,"A",0.2,0.3,-5,-5,-14,5,-14,-6,-10,-2,1.75,3.4,5,0.329198551230724,0.314071649402144,0.356729799367132,1,2.80324212267684,3.18398684473293,3.03768044015216
"113","I1",14,"Livorno","Verona",1,"A",0.5,0.3,-1,-4,-2,-26,-8,-9,2,-4,2.38,3.25,3,0.195590000300224,0.2491948725917,0.555215127108076,1,1.80110366446364,4.01292365930208,5.11273581709205
"114","I1",14,"Bologna","Sassuolo",1,"D",0.3,0,-3,-6,0,-38,2,-13,-19,-7,1.91,3.4,4,0.193736297108014,0.259268521537056,0.546995181354929,1,1.82816966965405,3.85700506205522,5.16165537861224
"115","I1",14,"Inter","Torino",1,"H",0.6,0.3,0,-2,5,0,-1,-5,3,8,1.57,4,5.5,0.251322067923002,0.255996321029666,0.492681611047332,1,2.02970839093065,3.90630613743905,3.97895818805045
"116","I1",14,"Chievo","Roma",1,"A",0.4,0.7,-2,4,0,18,-5,11,-9,-5,6.5,3.6,1.57,0.40913642633657,0.299354643357858,0.291508930305571,1,3.43042663890866,3.34051942132251,2.44417249511136
"117","I1",14,"Lazio","Milan",1,"D",0.6,0.4,1,-2,3,14,-3,8,7,16,2.5,3.2,2.88,0.316070571130581,0.276545246275212,0.407384182594206,1,2.45468538722353,3.61604480087436,3.16385039082572
"118","I1",14,"Parma","Genoa",1,"D",0.9,0.4,9,0,18,32,14,10,-4,8,1.57,3.75,6,0.227793569143477,0.265907773265189,0.506298657591335,1,1.97511880587912,3.76070239587432,4.38993955694221
"119","I1",14,"Milan","Livorno",1,"H",0.9,0.1,7,-8,1,-25,4,-17,-9,-15,1.25,5.5,12,0.0755714878282292,0.19099660567071,0.73343190650106,1,1.36345309105877,5.23569513965112,13.2325038018698
