"","Div","year","HomeTeam","AwayTeam","enough_games","FTR","form_H","form_A","g_H","g_A","s_H","s_A","st_H","st_A","c_H","c_A","B365H","B365D","B365A","A","D","H","H_odds","D_odds","A_odds"
"497","I1",18,"Bologna","Benevento",1,"H",0.2,0.4,-7,-2,-39,22,-19,4,-2,10,1.7,3.6,5.5,0.486461887438262,0.291387571062449,0.222150541499289,4.50145200300221,3.43185536827748,2.05565949938249
"498","I1",18,"Cagliari","Milan",1,"A",0.3,0.5,-2,-3,-66,55,-18,12,-5,34,3.75,3.39,2.04,0.626532525546382,0.232760900301806,0.140706574151812,7.10698846893303,4.29625421925833,1.59608633107743
"499","I1",18,"Sassuolo","Torino",1,"D",0.7,0.6,2,3,0,21,9,8,-12,-14,2.62,3.25,2.75,0.271383952084151,0.30674999536299,0.421866052552859,2.37042064406143,3.25998374936129,3.68481626242188
"500","I1",18,"Verona","Crotone",1,"A",0.3,0.2,-5,-6,-87,-55,-31,-19,-21,-34,2.1,3.25,3.75,0.25456071183039,0.298833196326797,0.446606091842813,2.23910962762228,3.34634843883416,3.92833596673113
"501","I1",18,"Napoli","Bologna",1,"H",1,0.4,7,-3,54,-24,22,-9,17,5,1.18,7.5,15,0.0594510662664349,0.138167438160913,0.802381495572652,1.24628995748003,7.23759529242613,16.8205561783941
"502","I1",18,"Torino","Benevento",1,"H",0.5,0.4,1,-3,14,7,7,-4,-2,2,1.44,4.75,7,0.22119588635801,0.264534142083088,0.514269971558901,1.94450396737867,3.78023037829993,4.52087973454207
"503","I1",18,"Bologna","Fiorentina",1,"A",0.4,0.4,-2,-4,-15,56,-3,4,5,7,3.39,3.29,2.2,0.363446228660875,0.293308665347334,0.343245105991791,2.91337001618871,3.40937762208903,2.7514386479797
"504","I1",18,"Cagliari","Spal",1,"H",0.3,0.3,-2,-5,-57,-3,-15,-10,-11,3,2.14,3.25,3.6,0.363850673738789,0.281337396989295,0.354811929271916,2.81839452819985,3.55445102820103,2.74838023446373
"505","I1",18,"Napoli","Lazio",1,"H",1,0.6,8,8,44,28,13,14,21,-2,1.61,4.33,5,0.195163689688957,0.257398819549424,0.547437490761619,1.82669257563773,3.88502170192738,5.12390394746971
"506","I1",18,"Inter","Bologna",1,"H",0.5,0.2,0,-4,-4,-6,8,-2,6,7,1.5,4.2,7,0.213269467317621,0.274906453452968,0.51182407922941,1.95379631514323,3.63760103642341,4.68890372624556
"507","I1",18,"Torino","Udinese",1,"H",0.7,0.5,6,-2,31,-24,14,-13,6,-6,1.85,3.6,4.33,0.0992447606425292,0.173814211451589,0.726941027905882,1.3756274052666,5.75326949188227,10.076098662799
"508","I1",18,"Torino","Juventus",1,"A",0.8,1,8,13,19,38,16,21,5,8,4.75,3.75,1.75,0.397719791166521,0.271960982664835,0.330319226168644,3.02737449345274,3.67699803920918,2.51433301085414
"509","I1",18,"Sassuolo","Lazio",1,"A",0.2,0.4,-11,0,9,33,-17,7,2,12,4,3.6,1.9,0.470835267857769,0.310861053193259,0.218303678948973,4.58077483995927,3.21687129901832,2.12388507885115
"510","I1",18,"Verona","Chievo",1,"H",0.4,0.2,-1,-4,-77,-44,-25,-13,-23,-6,3.39,3.29,2.2,0.342643256348527,0.293093999132682,0.36426274451879,2.74527114026182,3.41187469876278,2.91848732310327
"511","I1",18,"Bologna","Atalanta",1,"A",0.4,0.6,0,3,-33,18,-3,14,-18,12,4.2,3.39,1.95,0.512213220502914,0.288895994580966,0.19889078491612,5.02788502957408,3.46145332146424,1.95231196691518
"512","I1",18,"Sassuolo","Spal",1,"D",0.1,0.4,-14,-5,9,-30,-19,-14,7,-15,2,3.2,4,0.22252856752467,0.280949910507302,0.496521521968028,2.01401138874377,3.55935333168227,4.49380504770085
"513","I1",18,"Lazio","Bologna",1,"D",0.5,0.4,1,0,12,-41,5,-5,8,-23,1.33,4.75,9.5,0.134631858959476,0.240876841859774,0.62449129918075,1.60130333490934,4.15149913241618,7.42766242499107
"514","I1",18,"Sampdoria","Inter",1,"A",0.5,0.6,-1,1,-5,3,-6,6,4,9,3.75,3.5,2,0.341192531033472,0.278068358728394,0.380739110238133,2.62647039169301,3.59623800626938,2.93089651456027
"515","I1",18,"Verona","Atalanta",1,"A",0.4,0.6,-3,0,-60,18,-24,6,-16,19,7.5,4,1.5,0.568174918866604,0.252100134145937,0.179724946987458,5.56405783816858,3.96667777820822,1.76002137157832
"516","I1",18,"Cagliari","Torino",1,"A",0.4,0.2,-5,-4,-35,-3,-7,1,-8,-5,3,3.39,2.29,0.308213613573967,0.328439216782099,0.363347169643934,2.75218877026057,3.04470339990929,3.24450301985124
"517","I1",18,"Chievo","Sampdoria",1,"H",0.2,0.4,-3,-6,-18,-5,-7,-10,-5,0,2.29,3.29,3.1,0.28766260515858,0.27183315845144,0.44050423638998,2.27012572726927,3.67872707544852,3.47629473580248
"518","I1",18,"Genoa","Spal",1,"D",0.4,0.6,-1,1,-1,-35,-8,-9,7,-20,1.95,3.29,4,0.191970506498263,0.242268946970372,0.565760546531366,1.76753222919294,4.12764414302876,5.20913351869002
"519","I1",18,"Juventus","Milan",1,"H",0.9,1,6,9,26,33,8,26,2,15,1.66,3.6,5.5,0.387417367983008,0.273834767606887,0.338747864410105,2.95204813096431,3.65183723286585,2.5811955855419
"520","I1",18,"Sassuolo","Napoli",1,"D",0.4,0.7,-3,5,38,53,1,19,22,24,8.5,4.75,1.36,0.449499478874531,0.282250586932955,0.268249934192513,3.72786671135709,3.54295100274685,2.22469668375106
"521","I1",18,"Chievo","Sassuolo",1,"D",0.4,0.4,-1,-3,-22,26,-8,2,-5,19,2.7,3,2.87,0.416597812951863,0.28085317975216,0.302549007295978,3.30524964843702,3.56057923532308,2.40039666294539
"522","I1",18,"Torino","Crotone",1,"H",0.2,0.2,-2,-3,-1,-8,-2,-7,-7,-13,1.53,4,7,0.262448736950041,0.313364798050108,0.424186464999851,2.35745381456325,3.19116890672607,3.81026790839675
"523","I1",18,"Udinese","Lazio",1,"A",0,0.6,-8,6,-21,28,-7,13,-11,7,4.2,3.75,1.83,0.597461455929852,0.279470793552758,0.123067750517391,8.12560557738225,3.57819143563287,1.67374813902206
"524","I1",18,"Genoa","Crotone",1,"H",0.4,0.4,-1,-3,-13,-20,-12,-2,-3,-15,1.85,3.39,4.75,0.24423354334225,0.28749800104117,0.46826845561658,2.13552714902241,3.47828505373433,4.09444168198746
"525","I1",18,"Crotone","Juventus",1,"D",0.2,0.9,-7,9,-30,20,-12,6,-9,-11,10,5,1.33,0.531913439011162,0.278353967185522,0.189732593803316,5.2705757084449,3.59254804273547,1.88000514117301
"526","I1",18,"Roma","Genoa",1,"H",0.6,0.6,3,1,52,-1,17,-3,19,-2,1.44,4.5,7.5,0.134157809998269,0.206032863761485,0.659809326240246,1.51558936836835,4.85359462438796,7.4539081997008
"527","I1",18,"Sampdoria","Bologna",1,"H",0.3,0.4,-8,0,0,-22,-1,-8,5,-12,1.85,3.6,4.33,0.227852427638002,0.289358997502669,0.482788574859328,2.07130005156268,3.45591465491159,4.38880555439478
"528","I1",18,"Verona","Sassuolo",1,"A",0.2,0.6,-12,1,-57,-4,-33,-2,-15,-2,4.33,3.39,1.9,0.524725132756328,0.280863494571546,0.194411372672126,5.143732006288,3.56044847168725,1.90575967792338
"529","I1",18,"Lazio","Sampdoria",1,"H",0.8,0.5,6,-2,37,10,15,5,21,7,1.3,6,9,0.136502049377708,0.208257624694261,0.65524032592803,1.5261575950529,4.80174496116567,7.32589733677146
"530","I1",18,"Roma","Chievo",1,"H",0.6,0.3,2,-2,53,-40,19,-15,16,-23,1.36,4.75,10,0.0595714230802757,0.164261014902709,0.776167562017016,1.28838159301751,6.0878717971656,16.7865722907517
"531","I1",18,"Atalanta","Genoa",1,"H",0.6,0.7,3,3,35,-10,13,0,9,0,1.33,5,10,0.186830006441923,0.23156947484993,0.581600518708146,1.71939323957483,4.31835845656278,5.35245927056612
"532","I1",18,"Benevento","Udinese",1,"D",0.5,0,-1,-7,-1,-6,6,-3,10,-5,3.6,3.5,2.04,0.158733586889579,0.276303175573004,0.564963237537417,1.77002667352099,3.61921283722554,6.29986393929117
"533","I1",18,"Fiorentina","Napoli",1,"H",0.5,0.8,2,4,-7,38,-8,20,-13,13,6.5,4.33,1.5,0.526321620496277,0.273392550921524,0.200285828582199,4.99286448311839,3.65774413614892,1.89997895024165
"534","I1",18,"Sampdoria","Cagliari",1,"H",0.5,0.3,-5,-5,-7,-7,-5,-6,-1,8,1.85,3.6,4.2,0.245433767999954,0.276013721089464,0.478552510910582,2.08963484090224,3.62300829122865,4.07441896911344
"535","I1",18,"Torino","Spal",1,"H",0.3,0.6,-2,1,-25,-25,-11,-6,-12,3,2.29,3.29,3.2,0.3720409195882,0.272830729002236,0.355128351409564,2.81588331663983,3.66527628195358,2.68787637958445
"536","I1",18,"Milan","Fiorentina",1,"H",0.6,0.4,3,1,0,28,7,7,3,-1,1.83,3.8,4.2,0.283776946465475,0.299122810870562,0.417100242663963,2.39750519830229,3.34310846133606,3.52389442643348
"537","I1",18,"Spal","Sampdoria",1,"H",0.5,0.4,0,-3,-13,-17,-7,-17,9,-12,1.61,4,5.5,0.16316384096033,0.217735506958371,0.619100652081299,1.61524623926366,4.59272818645601,6.12880889610297
"538","I1",19,"Cagliari","Sampdoria",1,"D",0.4,0.5,-3,6,-11,-16,-9,-4,6,-15,2.5,3.3,2.87,0.299939338168579,0.29558932180235,0.404471340029071,2.47236306020626,3.38307214178956,3.33400749000105
"539","I1",19,"Fiorentina","Atalanta",1,"H",0.5,0.3,2,-3,13,7,14,3,9,18,2.25,3.3,3.25,0.239962576306821,0.270931165270347,0.489106258422832,2.04454550065377,3.69097441780888,4.16731648488962
"540","I1",19,"Milan","Chievo",1,"H",0.7,0.2,4,-5,32,-13,26,-11,14,-13,1.25,5.75,12,0.0682240362705692,0.175172585671574,0.756603378057857,1.32169645153703,5.70865581601263,14.6575907065086
"541","I1",19,"Chievo","Atalanta",1,"A",0.1,0.2,-7,-5,-22,21,-17,5,-16,15,6,4,1.57,0.50044050627319,0.310576883454266,0.188982610272545,5.29149215664781,3.21981465226228,1.998239525907
"542","I1",19,"Parma","Lazio",1,"A",0.8,0.8,3,4,-45,11,-19,3,-28,3,5.5,3.8,1.66,0.45309640820475,0.262997418703424,0.283906173091826,3.52229044233062,3.80231868787912,2.20703581377346
"543","I1",19,"Atalanta","Parma",1,"H",0.4,0.6,1,0,33,-41,13,-22,16,-25,1.33,5.25,9,0.0809662778603633,0.159008556073861,0.760025166065775,1.31574590506843,6.28896975541045,12.3508209396093
"544","I1",19,"Napoli","Roma",1,"D",0.8,0.6,8,4,21,26,10,23,1,7,1.72,3.75,4.75,0.313689640923713,0.302007863826572,0.384302495249715,2.60211685419896,3.31117205800392,3.18786427583432
"545","I1",19,"Sassuolo","Bologna",1,"D",0.5,0.5,-1,-1,4,-26,-6,-16,5,-14,1.9,3.25,4.5,0.162211206166112,0.220490664282102,0.617298129551786,1.61996278965901,4.53533941337567,6.16480219606993
"546","I1",19,"Napoli","Empoli",1,"H",0.7,0.2,6,-4,28,-1,6,-2,13,2,1.2,7,15,0.142870095651237,0.23021681126725,0.626913093081512,1.59511742701788,4.34373143514326,6.99936537063094
"547","I1",19,"Parma","Frosinone",1,"D",0.4,0.3,-5,-3,-58,-26,-36,-22,-18,-6,1.95,3.5,4,0.351469385273008,0.272304867980893,0.376225746746099,2.65797864353729,3.67235447318616,2.8451980226478
"548","I1",19,"Torino","Parma",1,"A",0.8,0.5,5,-2,27,-40,16,-28,5,-22,1.44,4.2,8.5,0.0500896809363111,0.121638763680825,0.828271555382864,1.20733350493698,8.2210634976853,19.964191851641
"549","I1",19,"Sassuolo","Lazio",1,"D",0.4,0.6,-3,1,4,25,-5,10,6,11,4,3.5,1.95,0.393713281398611,0.290228499481763,0.316058219119626,3.16397403866123,3.44556100378018,2.53991939628666
"550","I1",19,"Inter","Frosinone",1,"H",0.8,0.5,7,2,3,-33,5,-20,5,-5,1.25,6,12,0.120725204463282,0.174528469048699,0.704746326488019,1.41895028383238,5.72972424184255,8.28327443673246
"551","I1",19,"Juventus","Spal",1,"H",0.9,0.3,7,-5,36,-16,16,-8,18,1,1.14,8,19,0.0713282117862612,0.156095746832528,0.772576041381211,1.29437096989469,6.40632445336822,14.019698166506
"552","I1",19,"Lazio","Milan",1,"D",0.7,0.6,3,0,22,9,11,7,14,4,1.85,3.75,4.2,0.19464379786189,0.243723587270084,0.561632614868026,1.78052337689645,4.10300870424923,5.13758984866064
"553","I1",19,"Fiorentina","Juventus",1,"A",0.5,0.9,0,7,9,32,5,20,3,17,6,3.75,1.61,0.469546728103839,0.27501439264034,0.25543887925582,3.91483083120838,3.63617333041833,2.12971348781042
"554","I1",19,"Spal","Empoli",1,"D",0.3,0.5,-6,-3,-23,-16,-17,-7,-3,0,2.4,3.3,3,0.321351270941637,0.276538967035213,0.40210976202315,2.48688317082545,3.6161269086995,3.11185948345485
"555","I1",19,"Genoa","Spal",1,"D",0.1,0.2,-8,-8,-37,-19,-24,-16,-14,-9,2,3.3,4,0.317033078210017,0.300693651219777,0.382273270570206,2.61592969476621,3.32564387689416,3.15424499439
"556","I1",19,"Milan","Torino",1,"D",0.7,0.6,1,3,14,30,10,12,0,2,1.85,3.6,4.33,0.294695285692085,0.298771582048852,0.406533132259063,2.45982410939817,3.34703854075549,3.39333558611745
"557","I1",19,"Udinese","Atalanta",1,"A",0.4,0.6,-1,5,-20,21,-6,13,-13,8,4.33,3.75,1.8,0.504698312169899,0.29354823024658,0.201753457583521,4.95654454688107,3.40659522682185,1.98138170048677
"558","I1",19,"Empoli","Sampdoria",1,"A",0.7,0.6,1,2,-17,-16,-6,-2,-3,-4,2.3,3.4,3.1,0.252586932421556,0.260032343646924,0.48738072393152,2.05178405894548,3.84567544935032,3.95903299673098
"559","I1",19,"Lazio","Cagliari",1,"H",0.4,0.4,-1,-1,42,-20,15,-14,15,-6,1.33,5,9,0.124783286935728,0.210044865671706,0.665171847392566,1.50337090169998,4.76088761704354,8.01389372372496
"560","I1",19,"Napoli","Spal",1,"H",0.9,0.4,7,-2,34,1,24,-8,31,-6,1.2,7,13,0.0631021519050973,0.144011626147886,0.792886221947017,1.2612150045241,6.94388381513795,15.847320096214
"561","I1",19,"Roma","Sassuolo",1,"H",0.4,0.5,-1,1,10,27,3,7,-2,17,1.61,4,5.25,0.396583574231362,0.292989108339036,0.310427317429602,3.22136598119068,3.41309615797335,2.52153660659837
"562","I1",19,"Genoa","Fiorentina",1,"D",0.3,0.5,-1,-1,-25,19,-13,4,-4,3,2.54,3.25,2.7,0.421860746991931,0.289101947291389,0.28903730571668,3.45976100739127,3.45898742422544,2.37045045582097
"563","I1",19,"Milan","Spal",1,"H",0.5,0.4,0,-1,26,7,12,-1,12,9,1.5,4,7,0.212857831127462,0.259279562810775,0.527862606061763,1.8944323551553,3.85684081367343,4.69797138636251
"564","I1",19,"Sassuolo","Atalanta",1,"A",0.5,0.5,0,0,17,-5,-1,1,13,8,3.4,3.5,2.04,0.247520697478663,0.25925311504107,0.493226187480267,2.02746736767704,3.85723427022886,4.04006618511651
"565","I1",19,"Roma","Torino",1,"H",0.7,0.5,4,2,20,-5,11,6,-3,-16,1.6,4,5.75,0.186746426742896,0.278949939161372,0.534303634095733,1.87159498118036,3.5848726226877,5.35485480199713
"566","I1",19,"Frosinone","Atalanta",1,"A",0.2,0.7,-7,5,-17,-5,-5,4,-7,9,8.5,4.5,1.4,0.476166116151263,0.284966365523972,0.238867518324765,4.18642102121392,3.50918606889373,2.1001074332688
"567","I1",19,"Napoli","Lazio",1,"H",0.8,0.6,6,3,28,37,17,17,8,16,1.9,3.6,4,0.283764744771724,0.279286292823062,0.436948962405215,2.28859680658225,3.58055524276495,3.52404595153093
"568","I1",19,"Milan","Napoli",1,"D",0.6,0.8,2,3,11,20,9,13,14,1,3.75,3.5,2,0.273695339057782,0.265608174955986,0.460696485986231,2.17062649796267,3.76494435898183,3.65369758740714
"569","I1",19,"Sassuolo","Cagliari",1,"H",0.4,0.3,-4,-4,6,-22,-3,-12,-12,-13,2,3.3,4,0.198619855804527,0.278944209531315,0.522435934664158,1.91411029305026,3.58494625746206,5.0347433591139
"570","I1",19,"Atalanta","Roma",1,"D",0.7,0.8,8,5,-3,19,7,15,8,2,2.15,3.6,3.25,0.31163623256273,0.264394690298256,0.423969077139013,2.3586625863096,3.78222421513808,3.2088694943349
"571","I1",19,"Torino","Inter",1,"H",0.4,0.8,1,3,-7,8,0,5,-11,30,3.6,3.3,2.1,0.484216006634984,0.246648461393076,0.269135531971939,3.71560006467025,4.05435328626003,2.06519401733414
"572","I1",19,"Empoli","Chievo",1,"D",0.1,0.3,-8,-5,-20,-18,-20,-13,-2,-8,1.95,3.5,4,0.303853616358499,0.292686178788599,0.403460204852902,2.47855919362503,3.41662870497988,3.29105841156144
"573","I1",19,"Roma","Milan",1,"D",0.7,0.6,4,2,9,5,15,10,-7,13,2.15,3.5,3.4,0.287945640008526,0.280649861398442,0.431404498593032,2.31801013494613,3.56315871676233,3.47287772779054
"574","I1",19,"Lazio","Empoli",1,"H",0.5,0.2,1,-6,13,-10,2,-6,18,-1,1.3,5.25,9.5,0.145951797560731,0.231100409088546,0.622947793350722,1.60527095636888,4.32712345228627,6.85157714199371
"575","I1",19,"Parma","Inter",1,"A",0.5,0.5,-1,0,-52,3,-21,-2,-35,18,5.25,3.8,1.66,0.531106471102106,0.264515440698598,0.204378088199296,4.89289242702411,3.78049764262892,1.88286163775201
"576","I1",19,"Juventus","Frosinone",1,"H",0.9,0.4,8,-2,21,-20,18,-9,7,-20,1.12,9.5,19,0.0714610997881797,0.167167224899338,0.761371675312482,1.31341896792993,5.9820338622129,13.9936273436056
"577","I1",19,"Atalanta","Milan",1,"A",0.9,0.8,11,6,21,1,13,4,25,-3,2,3.4,3.9,0.149210500062969,0.19024761725476,0.660541882682271,1.51390854420811,5.25630761861738,6.70194121444525
"578","I1",19,"Cagliari","Parma",1,"H",0.1,0.3,-9,-3,-27,-46,-24,-21,6,-36,2,3.3,4,0.196214556202989,0.273280268607701,0.53050517518931,1.88499574889755,3.65924698879566,5.09646184947397
"579","I1",19,"Napoli","Torino",1,"D",0.8,0.6,5,1,22,-9,22,-4,4,-6,1.44,4.33,8,0.125024355904661,0.204110387939751,0.670865256155587,1.49061229632092,4.89930968283289,7.99844152576606
"580","I1",19,"Napoli","Juventus",1,"A",0.7,0.9,7,8,34,-3,25,12,12,-4,2.3,3.2,3.2,0.203118629866077,0.242661806643416,0.554219563490507,1.80433904877327,4.12096165372028,4.92323131885703
"581","I1",19,"Udinese","Bologna",1,"H",0.3,0.3,-5,-5,-4,11,-9,6,-8,15,2.8,3,2.8,0.388382525526185,0.313245432792565,0.29837204168125,3.35152045200098,3.19238493307008,2.57478113528715
"582","I1",19,"Frosinone","Torino",1,"A",0.3,0.8,-4,6,-19,-13,-20,-4,-15,-6,4.75,3.3,1.85,0.4511388016573,0.272591374365425,0.276269823977275,3.61964975256312,3.66849465551848,2.21661270617027
"583","I1",19,"Roma","Empoli",1,"H",0.7,0.4,2,-1,-1,-2,0,2,16,5,1.53,4.5,5.75,0.205305952260382,0.250012814550563,0.544681233189055,1.83593621198421,3.99979497770006,4.87077938554718
"584","I1",19,"Napoli","Udinese",1,"H",0.5,0.5,3,-2,33,-17,17,-12,18,-19,1.22,6.5,13,0.0900682332564274,0.178201347276318,0.731730419467254,1.36662351789073,5.61162985176202,11.1026936339804
"585","I1",19,"Udinese","Genoa",1,"H",0.4,0.6,-4,2,-20,20,-12,5,-13,13,2.5,3.1,3.1,0.485439571032536,0.281370413219882,0.233190015747582,4.28834826737376,3.55403394605861,2.05998863642901
"586","I1",19,"Parma","Atalanta",1,"A",0.3,0.5,-7,-1,-28,21,-8,8,-2,18,5.75,4,1.6,0.46813837592468,0.290866328893525,0.240995295181796,4.14945859937078,3.43800536763422,2.13612053919906
"587","I1",19,"Cagliari","Juventus",1,"A",0.6,0.8,2,4,-15,-2,-12,3,-7,-1,5.25,3.4,1.75,0.359707853908007,0.263905043790251,0.376387102301742,2.65683917935721,3.78924171223795,2.78003382226884
"588","I1",19,"Sampdoria","Roma",1,"A",0.6,0.3,2,-6,8,5,14,-6,-13,1,2.9,3.3,2.5,0.182052992248683,0.259335176552898,0.558611831198419,1.79015184453693,3.85601372437042,5.4929061458875
"589","I1",19,"Spal","Juventus",1,"H",0.6,0.8,0,5,-32,19,-18,11,-14,5,4,3.2,2.05,0.497712641062187,0.270437786887159,0.231849572050654,4.31314145268952,3.69770811804954,2.00919148419832
"590","I1",19,"Chievo","Napoli",1,"A",0.1,0.6,-11,4,-22,13,-12,9,-10,7,11,5.25,1.3,0.544834996155375,0.293178880092199,0.161986123752425,6.17336829127641,3.41088689500935,1.83541807530077
"591","I1",19,"Frosinone","Inter",1,"A",0.4,0.7,-1,6,10,24,-1,14,2,12,7,3.75,1.57,0.45458612780864,0.288685764423664,0.256728107767697,3.89517146640157,3.46397406188842,2.19980315901975
"592","I1",19,"Sampdoria","Genoa",1,"H",0.4,0.3,0,-5,3,-4,3,-7,-7,-7,2.4,3.1,3.2,0.210880796871248,0.275186719334696,0.513932483794056,1.94578087887654,3.63389629564118,4.74201546483411
"593","I1",19,"Bologna","Sampdoria",1,"H",0.7,0.6,2,3,-5,12,6,9,3,-9,2.2,3.3,3.4,0.255183412173083,0.287492224425208,0.457324363401708,2.18663180890193,3.4783549433357,3.91875001389874
"594","I1",19,"Juventus","Fiorentina",1,"H",0.6,0.3,1,-2,4,21,7,9,-1,12,1.4,4.5,9,0.295171005264344,0.306850970275418,0.397978024460238,2.51270155269568,3.25891099220718,3.38786663379907
"595","I1",19,"Udinese","Sassuolo",1,"D",0.5,0.4,0,1,-16,-9,-11,-5,-4,-9,2.35,3.2,3.2,0.285299609506642,0.287316866425542,0.427383524067816,2.33981878964834,3.48047788645624,3.50508716688839
"596","I1",19,"Fiorentina","Sassuolo",1,"A",0.3,0.5,-2,3,25,-8,12,-2,9,-11,1.72,3.5,5,0.224451375452108,0.283339926601336,0.492208697946555,2.03165853056213,3.52932963594296,4.45530796140464
"597","I1",19,"Chievo","Spal",1,"A",0.3,0.7,-8,3,-30,-8,-15,-9,-21,-8,3.2,3.1,2.45,0.414389933156583,0.286630472739044,0.298979594104373,3.34470987224266,3.48881258312833,2.41318603563214
"598","I1",19,"Napoli","Cagliari",1,"H",0.5,0.5,2,-3,21,-6,11,-4,7,2,1.25,6.25,11,0.174625893135761,0.231048681844823,0.594325425019416,1.68257987611304,4.32809220989895,5.72652761880257
"599","I1",19,"Milan","Bologna",1,"H",0.4,0.7,-2,5,7,13,6,10,13,4,1.65,3.75,5.5,0.345458216092261,0.28814905312488,0.366392730782859,2.72931179028397,3.47042611854988,2.89470608431826
"600","I1",19,"Atalanta","Genoa",1,"H",0.8,0.3,5,-3,37,-12,18,-8,9,0,1.5,4.2,7,0.0980912982506719,0.191619941170142,0.710288760579186,1.40787811309949,5.21866353727813,10.1945842070976
"601","I1",19,"Roma","Juventus",1,"H",0.8,0.6,5,1,8,-4,11,0,-4,-3,2.5,3.5,2.75,0.186373725881081,0.240137838263716,0.573488435855203,1.74371432356569,4.164275014843,5.36556317298752
"602","I1",19,"Torino","Sassuolo",1,"H",0.7,0.6,3,1,10,5,1,2,-9,1,1.53,4.5,5.75,0.263310013009077,0.269410077399355,0.467279909591568,2.14004492697763,3.71181363983527,3.79780468115175
"603","I1",19,"Inter","Chievo",1,"H",0.6,0.3,2,-8,15,-32,10,-17,22,-24,1.14,8,19,0.0533884624362211,0.142093006674787,0.804518530888992,1.24297944870829,7.03764402908817,18.7306386879865
"604","I1",19,"Udinese","Spal",1,"H",0.4,0.7,-2,6,-21,1,-4,3,-13,-5,1.53,4.2,6,0.416571481135397,0.294760451586196,0.288668067278407,3.46418642501093,3.39258538456803,2.40054839393812
"605","I1",19,"Fiorentina","Genoa",1,"D",0,0.3,-5,-2,13,19,6,6,2,12,2.37,2.4,4.33,0.400118410366195,0.321650776687876,0.278230812945929,3.59413822434663,3.10896186944508,2.4992601542248
"606","I1",19,"Spal","Milan",1,"A",0.5,0.7,4,2,-1,2,4,3,-8,-5,6.5,4.75,1.44,0.295233284142972,0.272386600218164,0.432380115638864,2.31277980607977,3.67125254766227,3.38715197001885
"607","I1",19,"Torino","Lazio",1,"H",0.7,0.5,1,-1,7,1,1,-1,-4,7,2.15,3.75,3,0.240028421879123,0.260652167169717,0.49931941095116,2.00272606685786,3.83653054128983,4.16617328969314
"608","I1",20,"Juventus","Spal",1,"H",0.9,0.2,4,-6,-2,-27,-4,-25,-14,-3,1.22,6,13,0.109571666464213,0.185573323559385,0.704855009976401,1.41873149207449,5.38870555756356,9.12644693896852
"609","I1",20,"Sassuolo","Atalanta",1,"A",0.4,0.7,2,3,14,36,9,22,-11,18,3.5,3.6,2.05,0.477781333897311,0.295882083136416,0.226336582966274,4.41819871491569,3.37972475183282,2.09300767747224
"610","I1",20,"Fiorentina","Udinese",1,"H",0.6,0.3,2,-3,9,-1,8,2,5,-5,1.55,4,6.5,0.182942018983695,0.270180267492766,0.54687771352354,1.82856235547978,3.70123254847535,5.46621276815103
"611","I1",20,"Roma","Cagliari",1,"D",0.7,0.7,2,4,0,-22,1,-14,14,-22,1.44,4.75,7,0.131608058531143,0.191956666450911,0.676435275017946,1.47833804198557,5.20950909644875,7.59831891117342
"612","I1",20,"Lazio","Atalanta",1,"D",0.5,0.9,4,8,10,37,18,18,1,3,2.2,3.75,3.1,0.398561958614166,0.287425189274351,0.314012852111483,3.18458302988494,3.47916618764226,2.5090201871676
"613","I1",20,"Parma","Genoa",1,"H",0.4,0.1,-3,-8,-11,-9,-14,-9,12,10,2.45,3.25,3,0.22856608125138,0.263221036593951,0.508212882154669,1.96767936255433,3.79908845029972,4.37510235344231
"614","I1",20,"Brescia","Fiorentina",1,"D",0.2,0.8,-3,4,-27,15,-11,14,-3,15,3.75,3.4,2.05,0.558042744535263,0.258308848232362,0.183648407232375,5.44518743761646,3.87133467104637,1.79197742429713
"615","I1",20,"Torino","Cagliari",1,"D",0.3,0.8,-2,5,-17,-18,-4,-8,-8,-19,1.75,3.75,4.75,0.310225845009544,0.270841018034173,0.418933136956283,2.38701575928178,3.69220292870789,3.22345805833565
"616","I1",20,"Sampdoria","Lecce",1,"D",0.1,0.4,-6,-1,-1,-43,-12,-16,-13,-37,1.66,4,4.75,0.216074997327862,0.298294840565945,0.485630162106193,2.05918017048811,3.35238785257812,4.62802273454455
"617","I1",20,"Torino","Juventus",1,"A",0.2,0.9,-6,5,-20,39,-5,27,-20,28,7,4.2,1.5,0.674234869517991,0.233686851964037,0.0920782785179725,10.8603246726079,4.27923090920792,1.48316268589742
"618","I1",20,"Genoa","Udinese",1,"A",0.2,0.4,-8,-9,-6,-21,-6,-16,7,-10,1.9,3.4,4.2,0.168083838671936,0.234355590069266,0.597560571258797,1.67347052014064,4.26702004293749,5.94941195953874
"619","I1",20,"Lecce","Sassuolo",1,"D",0.3,0.2,-3,-5,-44,-6,-16,-6,-32,-6,2.6,3.4,2.6,0.385273829920406,0.324653436104182,0.290072733975412,3.44741122785007,3.08020765774091,2.59555651679376
"620","I1",20,"Napoli","Genoa",1,"D",0.5,0.2,1,-6,4,-8,3,-4,-8,8,1.4,5,7,0.225877312496939,0.278218629615256,0.495904057887804,2.01651909092917,3.59429561342777,4.42718212354129
"621","I1",20,"Sampdoria","Atalanta",1,"D",0.4,0.6,-2,6,8,40,1,19,-12,18,4,3.6,1.9,0.53428339938648,0.294750289761344,0.170966310852177,5.84910556363724,3.3927023475013,1.8716658633757
